gurmukhi,shahmukhi,part_of_speech
ਕੜਾਹੀ,کڑاہی,"noun, feminine"
ਸਰਬ ਸੰਮਤੀ ਨਾਲ਼,سرب سمّتی نال,phrase
ਘੰਡਾ,,
ਕਾਦਰ,قادر,adjective
ਕਸਵਾਉਣੀ,,
ਸਪਾਇਆ,,
ਨਿਧਾਣ,,
ਸਤਾਣਾ,,
ਮੂੰਹ ਦਾ ਮਿੱਠਾ,مُنھ دا مِٹّھا,"adjective, masculine"
ਵਛਾਈ,,
ਪਦਮ ਆਸਨ,پدم آسن,"noun, masculine"
ਵਡ਼ਾ,,
ਹੰਝ,,
ਮਵਾਤੀ,,
ਆਰ ਮਾਰਨੀ,آر مارنی,conjunct verb
ਡੋਹਰੀ,ڈوہری,"noun, feminine"
ਨਾਮ ਜਪਣਾ,نام جپنا,conjunct verb
ਲਖਾਰੀ,,
ਭਾਡ਼ੀ,,
ਕੁਹਾਉਣਾ,,
ਵਾਕ ਧੁਨੀ,واک دُھنی,"noun, feminine"
ਰਿਮਝਿਮ,رِم جھِم,"noun, feminine"
ਭੀੜ ਬਣਨੀ,بِھیڑ بننی,phrase
ਬਲੈਤ,,
ਸਿਰੋਪਾ,سِروپا,"noun, masculine"
ਝਾੜ ਕਰੇਲਾ,جھاڑ کریلا,"noun, masculine"
ਪਨਦੂਰ,,
ਫੁੱਮ੍ਹਣ,,
ਅਹੂਤੀ ਦੇਣੀ,اہوتی دینی,phrase
ਲੁੰਢਾ,,
ਡੇਰਾ ਚੁੱਕ ਲੈਣਾ,ڈیرا چُکّ لَینا,phrase
ਚੁਆਉਣਾ,چُوآؤنا,"verb, transitive"
ਸਦਰਿਸ਼ਤਾ,سدرِشتا,"noun, feminine"
ਮਲਾਲ,ملال,"noun, masculine"
ਆਮੀਆਂ,,
ਬਾਦਲੀਲ,بادلیل,adjective
ਰਿੜ੍ਹਾਉਣਾ,رِڑھاؤنا,"verb, transitive"
ਲੱਸੀ ਪਾਣੀ,لسّی پانی,"noun, masculine"
ਨਲਾਨ,,
ਹਿੜਨਾ,ہِڑنا,"verb, intransitive"
ਛਿਟਾ,,
ਕੌੜਾ,کَوڑا,"adjective, masculine"
ਚੱਕੀ ਝੋਣਾ,چکّی جھونا,conjunct verb
ਕਸਯਾਣਾ,,
ਕਾਬਹ,,
ਤਜਰਬੇਕਾਰ,تجربےکار,adjective
ਲਡਿੱਕਾ,لڈِکّا,"adjective, masculine"
ਤਿਪਾਸੜ,تِپاسڑ,adjective
ਛਕੱ,,
ਸਮਾ,سما,verb
ਗਲ਼ ਮੜ੍ਹਨਾ,گل مڑھنا,phrase
ਛਾਬਾੱ,,
ਤਰਕਣਾ,,
ਅਡ਼ੀਂਗਡ਼ੀ,,
ਵਲੋਡ਼ਾ,,
ਅੰਸ,انس,"noun, feminine"
ਕਿਰਤੀ ਵਰਗ,کِرتی ورگ,"noun, masculine"
ਅਵਰੋਹ,اوَروہ,"noun, masculine"
ਗੋਲੇਣਾ,,
ਨਾਟਕੀ,ناٹکی,adjective
ਕਟਾਉਣਾ,کٹاؤنا,"verb, transitive"
ਸਰਬਜਨਕ,سربجنک,adjective
ਦੋਹਰ ਲਾਉਣੀ,دوہر لاؤنی,conjunct verb
ਜਿਓਰ,جِیور,"noun, feminine"
ਪਰਤਿਰੂਪਤਾ,پرتِروپتا,"noun, feminine"
ਗਗਨ ਮੰਡਲ,گگن منڈل,"noun, masculine"
ਮਵੇਸੀਆਂ,,
ਢੈਹਢੈਹ,,
ਜਾਅਲਸਾਜ,جال ساج,"noun, masculine &adjective"
ਜੱਮੀ,,
ਤਿਊੜੀ ਚਾੜ੍ਹਨੀ,تِیوڑی چاڑھنی,phrase
ਰਿੰਨ੍ਹਾਈ,رِنّھائی,"noun, feminine"
ਬਨਾਉਣਾ,بناؤنا,"verb, transitive"
ਹਜ਼ੂਰ,حضور,"adjective, masculine"
ਟੈਨਿਸ ਦਾ ਮੈਦਾਨ,ٹَینِس دا میدان,"noun, masculine"
ਦੁਕਾਨ ਚੱਲਣੀ,دوکان چلّنی,conjunct verb
ਜਨਮ ਧਾਰਨਾ,جنم دھارنا,conjunct verb
ਕੀਟਾਣੂ,کیٹانو,"noun, masculine"
ਬੇਅਦਬੀ,بے ادبی,"noun, feminine"
ਰੇਨਾ,,
ਸਬਲ,سبل,adjective
ਸੰਧਿਆ ਕਾਲ,سندھیا کال,"noun, masculine"
ਗੁੱਛੀ,گُچھّی,"noun, feminine"
ਭੁਸਰੀ,,
ਦਲੀਲੀਂ ਪੈਣਾ,دلیلیں پَینا,phrase
ਇੱਕੋ ਜਿਹਾ,اِکّو جیہا,"adjective, masculine"
ਅੱਗੇ ਈ,اگّے ای,adverb
ਬਿਮਾਰ ਦੀ ਦੇਖਭਾਲ਼,بیمار دی دیکھبھال,phrase
ਫੁਰਾਟਾ,,
ਨੇਂਉਂਟ,,
ਬਿਸਵਾ,بِسوا,"noun, masculine"
ਬੇਲੂਆ,,
ਢੇਮ ਮਾਰਨੀ,ڈھیم مارنی,conjunct verb
ਜਿਸਤਾ,,
ਲੰਗ,لنگ,"noun, masculine"
ਸਿਵਾਉਣਾ,,
ਚੌਂਕੜੀ,چونکڑی,"noun, masculine/noun, feminine"
ਪੋਟੇ ਪੋਟੇ,پوٹے پوٹے,adverb
ਜਨੇਤ,جنیت,"noun, feminine"
ਪਡ਼ੇਲੀ,,
ਸਵੰਬਰ ਰਚਨਾ,سوَنبر رچنا,conjunct verb
ਤਸੱਲਤ,تسلّت,"noun, masculine"
ਬੋ,بو,"noun, feminine"
ਚਲਿੱਤਰੀ,چلِتّری,"adjective, masculine"
ਪੁੰਜ,پُنج,"noun, masculine"
ਵਿਸੇਖ,,
ਚੌਂਕੜੀ ਭਰਨੀ,چوکڑی بھرنی,conjunct verb
ਬਰਫ਼ ਦਾ ਤੋਦਾ,برف دا تودا,phrase
ਮੁਦੱਰਸ,مُدرّس,"noun, masculine"
ਲਚੂ,,
ਢਿੰਞਣ,ڈِھننجن,"noun, masculine"
ਤਿਲ,,
ਰਮਕ,,
ਬੈਟਰੀ,بَیٹری,"noun, feminine"
ਮਸਤ,مست,adjective
ਅਬਧੂਤਣੀ,,
ਤਾਤ,,
ਭਤੀਜੀ,بھتیجی,"noun, feminine"
ਕ੍ਰੀਜ਼,کریز,"noun, feminine"
ਮੌਜੀ,مَوجی,adjective
ਲੰਬਡ਼,,
ਜੁਦਾਇਗੀ,,
ਮਹਿਸੂਸ,محسوس,adjective
ਟਿਕਟ ਬਾਬੂ,ٹِکٹ بابو,"noun, masculine"
ਜਲ ਜਾਣਾ,جل جانا,conjunct verb
ਅਠਕੋਣ,اٹھکون,"noun, feminine"
ਭੰਗੂੱਰ,,
ਚੰਭਲ਼ਾਉਣਾ,چنبھلاؤنا,"verb, transitive"
ਉੱਤੁਰ,,
ਬਿਸੀ,,
ਗਰਦਸ,,
ਕਰਪਾਣ,,
ਪ੍ਰੇਮ ਪੱਤਰ,پریم پتّر,"noun, masculine"
ਅਸੀਲ,اصیل,adjective
ਅਡ਼ਾਉਣਾ,,
ਗਾਯਣ,,
ਖੱਚ ਦੀ ਖੱਚ,کھچّ دی کھچّ,phrase
ਦੇਸ ਧ੍ਰੋਹ,دیس دھروہ,"noun, masculine"
ਛਿਲਾਉਣਾ,چھِلاؤنا,"verb, transitive"
ਨਿੱਤ ਦਿਹਾੜੇ,نِت دِہاڑے,adverb
ਗੁਣਨ,گُنن,"noun, masculine"
ਪੋਰ,پور,"noun, feminine"
ਸੁਰਗੀ,,
ਬੱਖੋ ਬੱਖੀ,,
ਖਾਲੀ,خالی,adjective
ਸਲੂਣਕ,,
ਕੋਲ਼ ਕੋਲ਼,کول کول,adverb
ਬਿੱਜੂ,بِجّو,"noun, masculine"
ਸਨਦੂਕ,,
ਵਕਤਾ,وکتا,"noun, masculine"
ਮਾਂਸ,,
ਸਾਵਧਾਨੀ ਵਰਤਣਾ,ساودھانی ورتنا,phrase
ਭਰਮਨ,بھرمن,"noun, masculine"
ਸ਼ਾਹਕਾਰ,شاہکار,"noun, masculine"
ਭਰੋਟੀ,,
ਜਾਨ ਸੁੱਕਣੀ,جان سُکّنی,phrase
ਲਿਵਤਾਰ,لِوتار,"noun, feminine"
ਬਿਗਡ਼ਾਉਣਾ,,
ਉਤੇ,,
ਠਾਹ,ٹھاہ,"noun, feminine"
ਤਲ਼ੇ,تلے,adverb
ਭੱਦਰ,بھدّر,adjective
ਪਕਤੇਡ਼,,
ਖੰਭ,کھنبھ,"noun, masculine"
ਰਿਸਿਆ ਮਾਦਾ,رِسیا مادہ,"noun, masculine"
ਪੇਸੀ,پیسی,"noun, feminine"
ਨਮਾਜਗਾਹ,نمازگاہ,"noun, feminine"
ਤਵਾ,توا,"noun, masculine"
ਦੁਪੱਟਾ,دُپٹّہ,"noun, masculine"
ਵਡਿਹਾਂਡ,,
ਖਰ ਦਿਮਾਗ,خر دِماغ,adjective
ਚੋਪੜ,چوپڑ,"noun, masculine"
ਬਸੇਖਤਾ,,
ਟੱਟਰ,,
ਉੱਧ,,
ਦਰ ਦਰ ਦੀ ਠੋਕਰ ਖਾਣੀ,در در دی ٹھوکر کھانی,phrase
ਪੁਸ਼ਟੀ ਕਰਨੀ,پُشٹی کرنی,conjunct verb
ਹੀਆ,ہیا,"noun, masculine"
ਗੁੱਚੀ,,
ਪਕਡ਼,,
ਪਹੁਲ ਛਕਾਉਣੀ,پہُل چھکاؤنی,conjunct verb
ਭਨਵਾਈ,بھنوائی,"noun, feminine"
ਜੇਥਲ,,
ਪਖੰਡ,پکھنڈ,"noun, masculine"
ਵਡਿਆਈ,وَڈیائی,"noun, feminine"
ਸਲਾਹ ਲੈਣੀ,صلاح لَینی,conjunct verb
ਸਤਰਕਤਾ,سترکتا,"noun, feminine"
ਦ੍ਰਵਣਾ,درونا,"verb, intransitive"
ਖੁੰਧਰ,,
ਨਿਰਪੱਖ,نِرپکھّ,adjective
ਨਿਚਿੰਤ,نِچِنت,adjective
ਢਿੱਲਡ਼,,
ਬਕਰਵਾਲ,بکروال,"noun, masculine"
ਸਾਹਿਤ ਸਮੀਖਿਆ,ساہت سمیکھیا,"noun, feminine"
ਕਿਹਾ ਸੁਣਿਆ,کیہا سُنیا,"noun masculine, adjective"
ਖੂਬ,خوب,adjective
ਖੋਡ਼ੀ,,
ਜਮ ਜਾਣਾ,جم جانا,conjunct verb
ਜਾਦਾ,,
ਧਿੰਗੋਜੋਰੀ,دِھنگوزوری,"noun, feminine"
ਢੀਠਾ,,
ਰੁੱਖੀ,,
ਜਾਨ ਨਿਕਲ਼ਨੀ,جان نِکلنی,phrase
ਮੈਂਢਾ,مَینڈھا,"pronoun, dialectical usage"
ਕੁਹਜੀ,,
ਖੂਹਣੀ,کھوہنی,"noun, feminine"
ਰਗੜਵਾਉਣਾ,رگڑواؤنا,"verb, transitive"
ਮਨ ਮੌਜੀ,من مَوجی,adjective
ਅਣਰੀਤ,,
ਰੂੰਈ,,
ਧੌਖਣੀ,,
ਅਟਕਣਾ,اٹکنا,"verb, intransitive"
ਗੇਂਦੀ,,
ਤਲਾਰਾ,,
ਖੁੰਧਕ,کھُندھک,"noun, feminine"
ਲੋਕ ਵਿਖਾਵਾ,لوک وِکھاوا,"noun, masculine"
ਪਥਵੈਯਾ,,
ਭੂਮਕਾ,بھومکا,"noun, feminine"
ਤੰਬੋਟੀ,تنبوٹی,"noun, feminine"
ਸਿਊਣਾ,سِیونا,"verb, transitive"
ਲਾਇਕ,لائق,adjective
ਸੁਹਣਾ,سوہنا,"adjective, masculine"
ਕਾਲ ਰੂਪ,کال رُوپ,"noun, masculine"
ਚੱਪਣ,چپّن,"noun, masculine"
ਹੁਕ,,
ਪੀਹਡ਼ੀ,,
ਬਾਹਨੀ,,
ਛੌਰਾ,چھورا,"noun, masculine"
ਦਿੱਦਨੀ,,
ਨੌਮੀਂ,,
ਭੂਹੇ,,
ਕਨੇਠਾ,,
ਓਹਦਾ,اوہدا,pronoun
ਖੋਭਣਾ,کھوبھنا,"verb, transitive"
ਕੁਤਰਵਾਈ,کُتروائی,"noun, feminine"
ਬਿਸੱਰਭੋਲਾ,,
ਵਿਆਹਤਾ,,
ਛਕੜਾ,چھکڑا,"noun, masculine"
ਵਜੇ,وجے,adverb
ਡਾਇਲ ਘੁਮਾਉਣਾ,ڈائل گھُماؤنا,conjunct verb
ਬੀਡ,,
ਹਰੀੜ,ہریڑ,"noun feminine, dialectical usage"
ਕਾਤਕ,,
ਡਿਸ਼,ڈِش,"noun, feminine"
ਚੂਹੇਦਾਨੀ,چوہیدانی,"noun, feminine"
ਕਬਾੜੀ,کباڑی,"noun, masculine"
ਛਲਕਣਾ,چھلکنا,"verb, intransitive"
ਗੂੜ੍ਹ ਗਿਆਨੀ,گوڑھ گیانی,"noun, masculine"
ਅਸਚਰਜਤਾ,اسچرجتا,"noun, feminine"
ਥਾਂ ਮੁਕਾਉਣਾ,تھاں مُکاؤنا,phrase
ਮਿਸ਼ਰਨ,مِشرن,"noun, masculine"
ਪੈਰਾ,پَیرا,"noun, masculine"
ਸ਼ੁਮਾਜ,,
ਅਸੰਗਤ,اسنگت,adjective
ਢਾਢੀ,,
ਸਲੀਕਾਮੰਦ,سلیقہ مند,adjective
ਕਿਰਿਆ ਵਿਸ਼ੇਸ਼ਣੀ ਕਾਰਕ,کِریا وِشیشنی کارک,phrase
ਬਾਂਵਰਾ,,
ਗਲ਼ ਲਾਉਣਾ,گل لاؤنا,phrase
ਅਪਰੰਪਾਰ,اپرنپار,adjective
ਮੰਗਲ,منگل,"noun, masculine"
ਘੁਲਾਟੀਆ,,
ਅਲਾ,,
ਬੰਗੁੱਲਾ,,
ਬਿਹਲਾ,,
ਫਲਵਾਨ,,
ਗਰਡ਼,,
ਫਾਕਾ ਕਸ਼ੀ,فاقہ کشی,"noun, feminine"
ਮੌਤ ਦਾ ਸ਼ਿਕਾਰ ਹੋਣਾ,موت دا شکار ہونا,phrase
ਰਜਿਸਟਰਾਰ,رجِسٹرار,"noun, masculine"
ਉੱਲੀ ਲੱਗਿਆ,اُلّی لگّیا,"adjective, masculine"
ਸਮਿਤੀ,سمتی,"noun, feminine"
ਬਾਘ,باگھ,"noun, masculine"
ਠਠਣਾ,,
ਲੋਕ ਹਿਤ,لوک ہِت,"noun, masculine"
ਪਲ਼ਟਣ,پلٹن,"noun, feminine"
ਨਾਸਕਾ,,
ਅਨੁਕੂਲ,انوکُول,adjective
ਬਿਨਤੀ,بِنتی,"noun, feminine"
ਮੰਤਰਾਲੇ ਸੰਬੰਧੀ,منترالے سنبندھی,adjective
ਓਬਲ,,
ਡ੍ਰਾ,ڈرا,"adjective & noun, masculine"
ਜੋੜ ਦੁਖਣੇ,جوڑ دُکھنے,conjunct verb
ਨਰੇਸ਼,نریش,"noun, masculine"
ਦਰੋਪਡ਼,,
ਸਖਾਉਟ,,
ਰਾਜ ਸਭਾ,راج سبھا,"noun, feminine"
ਪਤੀ ਪਤਨੀ,پتی پتنی,"noun masculine, plural"
ਗਲ਼ੇਡੂ ਭਰ ਆਉਣਾ,گلیڈو بھر آؤنا,phrase
ਹੁੰਡੀ,ہُنڈی,"noun, feminine"
ਘਸਲੱਡਣਾ,,
ਥੰਮ੍ਹੀ,تھمّھی,"noun, feminine"
ਅੰਤਰਰਸੀ ਗਿਲ੍ਹਟੀ,انتررسی گِلھٹی,"noun, feminine"
ਦਿਨ ਢਲ਼ਨਾ,دِن ڈھلنا,conjunct verb
ਮਾਰ ਸੁੱਟਣਾ,مار سُٹّنا,conjunct verb
ਅਗਿਆਨ,اَگیان,"noun, masculine"
ਬੁਜ਼ਦਿਲ,بُزدِل,adjective
ਗਿਣਲੈਣਾ,,
ਵਿਗਿਆਨ,وِگیان,"noun, masculine"
ਦੇਵਨੇਤ,دیوَنیت,"noun, feminine"
ਠੇਡੇ ਖਾਣਾ,ٹھیڈے کھانا,phrase
ਗੌਰ,غور,"noun, masculine"
ਸਰਨਾਹ,,
ਤਿਰਖਾਣ,,
ਉਡਵਾਈ,اُڈوائی,"noun, feminine"
ਕਲਕਲ,کلکل,"noun, feminine"
ਰੇਗਮਾਰ,ریگمار,"noun, masculine"
ਸ਼ੱਰਾ,شرا,"noun, masculine"
ਅਰਜ਼ ਕਰਨੀ,عرض کرنی,conjunct verb
ਜਲ ਨਿਕਾਸ,جل نِکاس,"noun, masculine"
ਡੁਸਕੀ,ڈُسکی,"noun, masculine/noun, masculine/noun, feminine/noun, masculine"
ਜਰਮਨ,جرمن,"noun, masculine"
ਯੰਤਰਿਕ,ینترِک,adjective
ਸਨੇਹਾਂ,,
ਪੱਸਲੀ,,
ਧਰਾਉਣਾ,دھراؤنا,"verb, transitive"
ਰੂਆਂ,رواں,"noun, masculine"
ਕੁਤਕੁਤਾੜੀ ਕੱਢਣੀ,کُتکُتاڑی کڈّھنی,conjunct verb
ਅਦਬ ਆਦਾਬ,ادب آداب,"noun, masculine"
ਡੁਹੁਲਣਾ,,
ਅਨੰਦ,انند,"noun, masculine"
ਗੋਲ਼ ਫਾਲ਼,گول پھال,"noun, feminine"
ਬਦ ਅਸੀਸ,بد اسیس,"noun, feminine"
ਬਾਢਾ,باڈھا,"noun masculine, dialectical usage"
ਮਣਸਵਾਉਣਾ,منسواؤنا,"verb, transitive"
ਮਲਮੇਟ,,
ਚੌਕਾੱ,,
ਛਲੰਘਨਾ,,
ਪਰਖ ਪੜਚੋਲ,پرکھ پڑچول,"noun, feminine"
ਪੋਰਪਰੰਗ,,
ਸ਼ਿਤਾਬ,شتاب,adverb
ਲਬਡ਼ਾ,,
ਲਦੂਰੀ,,
ਮੁਨੱਕਾ,مُنقّیٰ,"noun, masculine"
ਵਿੱਲ,وِلّ,verb
ਖਰਾਬੀ ਕਰਨੀ,خرابی کرنی,conjunct verb
ਰੂਪਵੰਤ,روپونت,adjective
ਕੱਤਣਾ,کتّنا,"verb, transitive"
ਪਰਾਪਤ,پراپت,adjective
ਕਡ਼ਬਡ਼੍ਹਾ,,
ਸਫ਼ੈਦ,سفَید,adjective
ਦੋਹਨਾ,,
ਲਟਾ ਪੀਂਘ ਹੋਣਾ,لٹا پینگھ ہونا,phrase
ਖਾਖ,کھاکھ,"noun, feminine"
ਭਰੋਸੇਯੋਗ,بھروسے یوگ,adjective
ਲਪੇਟ,لپیٹ,"noun, feminine"
ਮੁਮੀਰੀ,,
ਨੀਚਣੀ,,
ਖਾਸ਼,,
ਬਿਲੱ,,
ਅੰਤਰ ਰਾਸ਼ਟਰੀ,اَنتر راشٹری,adjective
ਅਹੀ ਤਹੀ,اہی تہی,"noun, feminine"
ਝੁੱਗਾ,جھُگّا,"noun, masculine"
ਨੁਕਤਾਚੀਨ,نکتہ چیں,adjective
ਮਡ਼ੋਡ਼ਣਾ,,
ਮਿਆਦੀ ਖਾਤਾ,معیادی کھاتا,"noun, masculine"
ਠੱਟੀ,ٹھٹّی,"noun, feminine"
ਵਾਰਡ,وارڈ,"noun, masculine"
ਨਫ਼ਾ ਨੁਕਸਾਨ,نفع نُقصان,"noun, masculine"
ਲਾਲਚ,لالچ,"noun, masculine"
ਜੀਅੜਾ,جیڑا,"noun, masculine"
ਨਿਮਾਜੀ,,
ਪਰਸਿੱਨ,,
ਪਿਘਲ਼ਾਉਣਾ,پِگھلاؤنا,"verb, transitive"
ਨਿਪੱਤਰਨ,نِپتّرن,"noun, masculine"
ਸਰਕਟ,سرکٹ,"noun, masculine"
ਦੁਪਹਿਰੇ,دوپہرے,adverb
ਹਾਲਾਂ ਕਿ,حالاں کہ,conjunction
ਸਤਾਨੀ,,
ਮਾਰੇ,مارے,adverb
ਝੰਕਾਰ,,
ਢੁਲਕਾਉਣਾ,,
ਸੁਨਬਹਿਰੀ,,
ਪਤਨ,پتن,"noun, masculine"
ਪਹੁਲ ਲੈਣੀ,پہُل لَینی,conjunct verb
ਪਸਿੱਜਣਾ,,
ਢੈਲ਼ਾ,ڈھَیلا,"adjective, masculine"
ਚਿੱਤਾ ਤਸਦੀਕ,,
ਪਰਨਾਹੁ,,
ਪੋਆ,پوآ,"noun, masculine"
ਸਿਧਾਂਤੀ,سِدھانتی,adjective
ਮੁਹਮਲ,مُہمل,adjective
ਵਸੀਕਾ ਨਵੀਸ,وثیقہ نویس,"noun, masculine"
ਪੈਛਲ,,
ਛੋਕਰੀ,,
ਪੇਲਣਾ,پیلنا,"verb, intransitive"
ਦਗਧਣਾ,,
ਘੁਰਨਾ,گھُرنا,"noun, masculine"
ਜਿੰਵੇਂ,,
ਰੋਕ,روک,"noun, feminine"
ਚੁ਼ਲ਼ਾ ਭਰ,چُلا بھر,adjective
ਡੰਗ,ڈنگ,"noun, masculine"
ਵੱਡੀ,,
ਕਾਟੋ,کاٹو,"noun feminine, dialectical usage"
ਤਿਲਕਾਉਣਾ,تِلکاؤنا,"verb, transitive"
ਸੇਨੀ,,
ਵਂਲਿਹਾਰੀ,,
ਚਸਮਾ,,
ਬਰਜ,برج,"noun, masculine"
ਰੌਤਾ,,
ਪੰਜਾਬਣ,پنجابن,"noun, feminine"
ਦੰਗੇਬਾਜੀ,دنگےبازی,"noun, feminine"
ਚਿੱਤਰ ਵਿੱਦਿਆ,چِتّر وِدّیا,"noun, feminine"
ਦੋਖੀ,دوکھی,adjective
ਤਨ,تن,"noun, masculine"
ਸੁਨਤ,,
ਭਠੂਹਰ,,
ਘਰਾਲਾ,,
ਰਾਜ ਤਿਲਕ,راج تِلک,"noun, masculine"
ਪੂੰਜੀ ਕਰ,پُونجی کر,"noun, masculine"
ਕ੍ਰਮ ਬਦਲਨਾ,کرم بدلنا,conjunct verb
ਝਬੇਲ,,
ਇੱਕ ਸੁਰ,اِک سُر,adjective
ਸਰਾਲੀ,,
ਅਸਮਰਥਤਾ,اسمرتھتا,"noun, feminine"
ਚਿੱਕ ਦੇਣਾ,چِکّ دینا,conjunct verb
ਦਕਿਆਨੂਸੀ,دقیانُوسی,adjective
ਸਿਆਹੀ ਚੱਟ,سیاہی چٹّ,"noun, masculine"
ਲਵਾਹਕ,,
ਅੱਭਯਾਸਣ,,
ਹੋਮ ਜੱਗ,ہوم جگّ,"noun, masculine"
ਡਰੈਸ,ڈرَیس,"noun, masculine"
ਖੋਜ ਸਹਾਇਕ,کھوج سہائک,"noun, masculine"
ਉਬਲਾਉਣਾ,,
ਆੜ੍ਹਤੀਆ,آڑھتیا,"noun, masculine"
ਪਕੜ,پکڑ,"noun, feminine"
ਉਰਧਤਪ,,
ਜਣੀਆਂ,,
ਖਚਰਾਈ,,
ਰੁਕਣਾ,رُکنا,"verb, intransitive"
ਸ੍ਵਾਸ ਪ੍ਰਵਾਹ,سواس پرواہ,"noun, masculine"
ਦੱਬ ਘੁੱਟ ਕੇ,دبّ گُھٹّ کے,adverb
ਖਿਸਕਾਵਾਂ,کھِسکاواں,"adjective, masculine"
ਹਯਾਤ,حیات,"noun, feminine"
ਦੂਰੀ,دُوری,"noun, feminine"
ਖੋਖਲਾ,,
ਜੜਤਕਾਰੀ,جڑتکاری,"noun, feminine"
ਪੰਡੋਕਲੀ,,
ਤੇਜ ਪੱਤਾ,تیز پتّہ,"noun, masculine"
ਸਮੱਗਰ,سمگّر,adjective
ਖੁਲ੍ਹਮ ਖੁਲ੍ਹਾ,کھُلم کُھلا,adverb
ਰਾਗ ਨਾਦ,راگ ناد,"noun, masculine"
ਕਸ਼ਟ ਦੇਣਾ,کشٹ دینا,conjunct verb
ਵਿਆਕੁਲ,ویاکُل,adjective
ਬਟਾ,بٹا,"noun, masculine"
ਪਡ਼ਤਾਲ,,
ਬੰਧੇਜ,بندھیج,"noun, masculine"
ਅੰਬਰਤੀ,,
ਜਾਪ,جاپ,"noun, masculine"
ਜਿਦ,ضِد,"noun, feminine"
ਜਹਾਂਪਨਾਹ,جہاں پناہ,adjective
ਧੋਤਾ,دھوتا,"adjective, masculine"
ਵਧਾਣ ਵਧਣਾ,ودھان ودھنا,phrase
ਛਹੀ,چھہی,"noun, feminine"
ਨਿਸਚੇਸਟ,,
ਪੁਰਾਪ,,
ਬਾਂਕਪੁਣਾ,,
ਗੈਰ ਮਮੂਲੀ,غَیر معمولی,adjective
ਬਾਬ,باب,"noun, masculine"
ਤੁਲਣਾ,تُلنا,"verb, intransitive"
ਡਗ ਕੁੱਤਾ,ڈگ کُتّا,"noun, masculine"
ਜੀ ਪ੍ਰਤੀ,جی پرتی,adverb
ਝੁੱਮਰ,,
ਨਾਮਣਾ,نامنا,"noun, masculine"
ਕੱਢ ਲੈ ਜਾਣਾ,کڈّھ لَے جانا,conjunct verb
ਪਰੈਜ਼ੀਡੈਂਸੀ,پرَیزیڈَینسی,"noun, feminine"
ਪੂਰਨ ਭਵਿੱਖਕਾਲ,پُورن بھوِکھّکال,"noun, masculine"
ਇਕਾਹਸੀਆ,,
ਖੁਸ਼ਦਿਲੀ,خوش دِلی,"noun, feminine"
ਜਮ੍ਹਾਂ ਬੰਦੀ,جمع بندی,"noun, feminine"
ਖਲ੍ਹਾਰਨਾ,کھلارنا,"verb, transitive"
ਮਿਲਖਣ,,
ਪੁਰਾਹਣਚਾਰੀ,,
ਜੀਵਨ ਦਰਸ਼ਨ,جیون درشن,"noun, masculine"
ਚਸ਼ਮਾ,چشمہ,"noun, masculine"
ਮੁਕੱਰਰਾ,مقرہ,adjective
ਰਾਹ ਸਾਫ਼ ਹੋਣਾ,راہ صاف ہونا,phrase
ਦੁਖਾਵਨ,,
ਜੜਤ,جڑت,"noun, feminine"
ਗਲ,,
ਛੀਂ,چھیں,adverb
ਪਲੇਠਣ,,
ਝਰਨਾਹਟ,جھرناہٹ,"noun, feminine"
ਮਧਾਣੀ,مدھانی,"noun, feminine"
ਉਤਸਵ,اُتسوَ,"noun, masculine"
ਖੀਸੇਕੱਟ,کھیسے کٹّ,"noun, masculine"
ਬੇਮੁਹਾਰੀ,بے مُہاری,"adjective, masculine/adjective, feminine"
ਪੈਘਾ,,
ਪਾਨਦੋਲ,,
ਕਾਹੂ,,
ਨਾਮੁਰਾਦ,نامُراد,adjective
ਝਾਟਾ,جھاٹا,"noun, masculine"
ਦੋਸ ਪੂਰਨ,دوس پُورن,adjective
ਸੱਗਾਰਿੱਤਾ,,
ਨਾਂਦ,,
ਪਰਨਾਹੁਣਾ,,
ਨਰੱਖ,,
ਪਾਰ ਕਰਨ ਯੋਗ,پار کرن یوگ,phrase
ਪਾਰ ਪਾਉਣਾ,پار پاؤنا,phrase
ਕਥਣਾ,,
ਤਾੜ ਰੱਖਣੀ,تاڑ رکّھنی,phrase
ਮੂਜਬ,مُوجب,adverb
ਔਂਸੀਆਂ ਪਾਉਣੀਆਂ,اَوسیاں پاؤنیاں,phrase
ਛਾਟ,چھاٹ,"noun, feminine"
ਖਾਰਾ ਪਣ,کھارا پن,"noun, masculine"
ਤਰਾਗੀ,,
ਦੁਕਾਨ ਕਰਨੀ,دوکان کرنی,conjunct verb
ਪਾਲ਼ਨਾ,پالنا,"verb, transitive"
ਗਨਰ,گنر,"noun, masculine"
ਖਾਤਰ ਦਾਰੀ,خاطر داری,"noun, feminine"
ਪੁਰਾਤਤਵ,پُراتتوَ,"noun, masculine"
ਕੱਕੜਸਿੰਗੀ,ککّڑسِنگی,"noun, feminine"
ਚਿਪਡ਼ਾ,,
ਇਸ਼ਤਮਾਲ,اِشتمال,"noun, masculine"
ਭਡ਼ਿੰਗੀ,,
ਨੱਕ ਵਿਚ ਦਮ ਕਰਨਾ,نکّ وِچ دم کرنا,phrase
ਸ਼ਗਿਰਦ,شاگرد,"noun, masculine"
ਥਰ ਥਰ ਕੰਬਣਾ,تھر تھر کمبنا,"verb, intransitive"
ਖੱਭਲ,,
